customer_id,email,first_name,last_name,age,gender,annual_income,customer_segment,marital_status,education,location_type,city,state,country,signup_date,last_login,preferred_channel,is_active
1826,nsawyer@example.net,Daniel,George,19,Other,40699,Low Value,Married,Master,Suburban,Lake Andrewmouth,Colorado,USA,2024-01-10,2024-01-25,Mobile App,True
1827,qphillips@example.org,Michael,Marshall,36,F,73207,Mid Value,Married,Some College,Suburban,Jamesfort,Oregon,USA,2024-01-19,2024-01-26,Mobile App,True
1828,johnsonadam@example.net,Kyle,Thomas,69,M,75168,Mid Value,Divorced,High School,Urban,Jakeshire,New Mexico,USA,2024-06-22,2024-07-20,Web,True
1829,jwilson@example.com,Devon,Conley,40,M,57299,Mid Value,Divorced,Some College,Suburban,South Tanner,Tennessee,USA,2023-02-13,2023-03-07,Web,True
1830,foleybrandi@example.com,Jimmy,Lee,47,F,94304,High Value,Married,Bachelor,Suburban,West Sarahshire,New Jersey,USA,2023-01-04,2023-01-16,Email,True
1831,frazierwilliam@example.org,Jamie,Moore,22,M,27300,Low Value,Single,High School,Urban,South Jessicaland,North Dakota,USA,2024-01-15,2024-01-29,Web,True
1832,woodstracy@example.net,Julia,Phillips,24,Other,28510,Low Value,Single,Bachelor,Urban,Jessicaport,Idaho,USA,2024-06-12,2024-07-02,Web,True
1833,paul49@example.org,John,Johnston,39,Other,61846,Mid Value,Married,Master,Suburban,Anthonyborough,Iowa,USA,2024-12-29,2025-01-03,Web,True
1834,eadams@example.com,Dustin,Keller,26,M,40836,Low Value,Single,Some College,Urban,East Tanyaville,Arizona,USA,2024-12-07,2025-01-03,Mobile App,False
1835,michael32@example.net,Jeffrey,Williams,30,F,60000,Mid Value,Married,Bachelor,Suburban,Adamsport,Arkansas,USA,2023-09-10,2023-09-20,Web,True
1836,iguerra@example.com,Jennifer,Martinez,43,M,109970,High Value,Widowed,Bachelor,Rural,Johnsonhaven,Alabama,USA,2023-02-20,2023-02-23,Mobile App,True
1837,hendersonfrancisco@example.com,Jeffrey,Austin,20,F,44502,Low Value,Single,Some College,Suburban,New Benjamin,Colorado,USA,2023-05-04,2023-05-26,Email,True
1838,jeffreyconley@example.org,Jerome,Cooley,38,M,57771,Mid Value,Divorced,Some College,Urban,New Josephstad,Arizona,USA,2023-06-09,2023-06-16,Web,False
1839,xhampton@example.com,Christopher,Bennett,27,M,47945,Low Value,Widowed,Bachelor,Urban,Erinland,Wisconsin,USA,2023-07-15,2023-07-31,Mobile App,True
1840,cruztodd@example.org,Kathryn,Nelson,20,F,24415,Low Value,Single,Some College,Urban,Kurtport,Alabama,USA,2024-08-23,2024-09-14,Mobile App,True
1841,tiffany16@example.org,Robert,Sweeney,32,F,43151,Low Value,Widowed,Some College,Urban,Josephchester,Vermont,USA,2024-10-13,2024-10-18,Mobile App,True
1842,qpeters@example.org,Shannon,Rodgers,73,M,59875,Mid Value,Widowed,Some College,Suburban,Melissaburgh,North Carolina,USA,2023-10-20,2023-11-03,Email,True
1843,ofarley@example.org,Jacqueline,Schmidt,29,Other,55247,Mid Value,Widowed,High School,Urban,South Bradley,Virginia,USA,2023-01-01,2023-01-02,Web,True
1844,amandawest@example.com,Joshua,Hawkins,27,Other,45023,Low Value,Divorced,Some College,Urban,East Wesleyberg,Michigan,USA,2023-05-05,2023-05-18,Email,True
1845,sheltonterri@example.com,Deanna,Ramos,54,F,106025,High Value,Married,High School,Suburban,East Dennis,Maine,USA,2023-07-22,2023-08-09,Email,True
1846,garnermichelle@example.com,Robin,Ramirez,30,M,51275,Mid Value,Married,Bachelor,Suburban,Brownborough,Michigan,USA,2024-04-10,2024-05-02,Web,True
1847,mdaniels@example.org,Jason,Arias,61,M,100000,High Value,Married,High School,Urban,North Shannonfort,Colorado,USA,2023-06-19,2023-07-19,Web,True
1848,fmayer@example.com,Cindy,Holmes,30,M,38253,Low Value,Married,Bachelor,Urban,Cortezfort,Tennessee,USA,2023-11-30,2023-12-06,Web,True
1849,carterfrances@example.net,Cindy,Grant,69,F,89814,High Value,Single,High School,Suburban,Robertsfort,New Hampshire,USA,2024-12-23,2025-01-20,Email,True
1850,pdavis@example.org,Thomas,Lopez,22,M,39665,Low Value,Married,Some College,Urban,Wardfurt,Connecticut,USA,2023-06-14,2023-06-22,Mobile App,True
1851,josephvasquez@example.net,Jose,Flores,31,Other,41416,Low Value,Married,High School,Suburban,Loristad,New Mexico,USA,2023-08-14,2023-09-11,Web,True
1852,mendozamolly@example.org,Steven,Rhodes,33,Other,80071,High Value,Married,Some College,Rural,North Mathew,Illinois,USA,2024-09-20,2024-09-26,Web,True
1853,johnwilliams@example.net,Stephanie,Wade,34,M,73361,Mid Value,Married,Bachelor,Urban,East Maryside,Indiana,USA,2025-01-14,2025-01-30,Mobile App,True
1854,james99@example.com,Jeffrey,Nguyen,38,M,67725,Mid Value,Divorced,Bachelor,Urban,Lake Jennifer,Missouri,USA,2024-09-16,2024-09-23,Email,True
1855,toni42@example.com,Gabrielle,Colon,37,Other,61760,Mid Value,Married,Some College,Suburban,Port Melanie,Nevada,USA,2023-03-02,2023-03-13,Web,True
1856,yhobbs@example.com,Charles,Willis,36,F,62808,Mid Value,Single,Some College,Suburban,Steeleland,Indiana,USA,2023-01-06,2023-01-23,Mobile App,True
1857,clarkehannah@example.org,Heather,Rogers,74,F,100000,High Value,Widowed,Some College,Suburban,West Nicole,Arkansas,USA,2023-11-02,2023-11-11,Web,True
1858,robinclarke@example.com,Todd,Hill,38,Other,70006,Mid Value,Divorced,Some College,Suburban,West Amanda,Montana,USA,2023-09-13,2023-10-13,Mobile App,True
1859,gregory65@example.com,Jennifer,Turner,58,M,83254,High Value,Widowed,Some College,Suburban,West Nancyfurt,Maryland,USA,2024-11-11,2024-12-08,Web,True
1860,lmcintosh@example.com,Jenny,Moss,57,F,61625,Mid Value,Divorced,Bachelor,Urban,Hammondtown,Georgia,USA,2024-11-30,2024-12-28,Mobile App,True
1861,aevans@example.com,Brittany,Patterson,42,M,78302,Mid Value,Divorced,Master,Rural,Willieberg,Massachusetts,USA,2024-02-25,2024-02-27,Web,True
1862,davisjohn@example.org,Katherine,Wilson,55,Other,106229,High Value,Divorced,Some College,Suburban,Meganfurt,Missouri,USA,2024-10-24,2024-11-23,Mobile App,False
1863,heathercarpenter@example.net,Thomas,Dixon,29,M,39065,Low Value,Divorced,Some College,Urban,West Brandonchester,Georgia,USA,2023-10-01,2023-10-27,Mobile App,True
1864,wigginsalec@example.net,Robert,Ballard,45,M,83771,High Value,Married,High School,Urban,East Aaronberg,Missouri,USA,2025-01-20,2025-01-26,Email,True
1865,jermainevelasquez@example.org,Madeline,Soto,27,F,47712,Low Value,Single,Some College,Urban,Lake Miguel,New Mexico,USA,2023-08-01,2023-08-12,Web,True
1866,steven47@example.com,John,Contreras,49,Other,91670,High Value,Widowed,High School,Urban,Jennifershire,Pennsylvania,USA,2023-12-10,2023-12-27,Web,True
1867,jonathanmoore@example.org,Michelle,Morales,68,M,70037,Mid Value,Divorced,High School,Rural,Smithport,North Dakota,USA,2023-07-10,2023-07-15,Mobile App,True
1868,rhondajones@example.com,Robert,Ward,49,F,95937,High Value,Widowed,Bachelor,Urban,Port Gregory,Indiana,USA,2023-03-05,2023-03-25,Web,True
1869,cortezalvin@example.com,Nicole,Campbell,28,M,51830,Mid Value,Widowed,Some College,Urban,Williamsberg,Delaware,USA,2023-08-27,2023-09-17,Email,True
1870,donnaaguilar@example.com,Jason,Andrews,34,M,77346,Mid Value,Divorced,Bachelor,Suburban,North Heatherchester,Nevada,USA,2023-04-22,2023-05-18,Web,True
1871,lesliejackson@example.com,Robin,Lopez,33,M,60141,Mid Value,Single,Bachelor,Suburban,East Tinaport,Montana,USA,2023-05-12,2023-06-04,Mobile App,True
1872,ccollins@example.net,Meredith,Smith,30,M,45724,Low Value,Single,Bachelor,Urban,East Christinebury,Rhode Island,USA,2023-03-13,2023-03-27,Mobile App,True
1873,stevensamanda@example.org,Christine,Garcia,19,M,39967,Low Value,Divorced,Bachelor,Suburban,New Michelle,Iowa,USA,2023-06-27,2023-07-15,Email,True
1874,mauricehouston@example.org,Gregory,Nelson,24,M,38091,Low Value,Widowed,Some College,Rural,South Toddbury,West Virginia,USA,2023-03-17,2023-03-18,Mobile App,True
1875,keithlopez@example.org,Benjamin,Allen,27,M,38919,Low Value,Single,High School,Suburban,New Jonathanview,Florida,USA,2023-01-10,2023-01-21,Mobile App,True
1876,raymond17@example.net,Katie,Price,38,F,73514,Mid Value,Single,High School,Urban,East Nicholasstad,New Jersey,USA,2024-03-31,2024-04-08,Web,True
1877,ginajohnson@example.org,Sydney,Mathews,38,M,50217,Mid Value,Divorced,Master,Urban,North Devinhaven,Illinois,USA,2023-12-26,2024-01-18,Mobile App,True
1878,marknovak@example.com,Jasmine,Hughes,33,F,70469,Mid Value,Single,Bachelor,Urban,Nathanstad,Louisiana,USA,2024-07-06,2024-07-09,Web,True
1879,michael37@example.com,Luis,Hayes,19,M,44361,Low Value,Divorced,Master,Urban,West Stephaniehaven,Arkansas,USA,2024-04-27,2024-05-03,Web,True
1880,william74@example.org,Melissa,Hampton,37,F,60521,Mid Value,Single,Some College,Urban,East Loganhaven,Minnesota,USA,2024-03-07,2024-03-27,Web,True
1881,knoxmelissa@example.net,Anne,Hubbard,56,M,77485,Mid Value,Widowed,High School,Urban,West Tammy,Rhode Island,USA,2024-12-16,2024-12-22,Mobile App,True
1882,keithreyes@example.org,Jeremiah,Young,20,Other,37275,Low Value,Divorced,High School,Urban,South Laura,Idaho,USA,2024-07-12,2024-07-22,Web,True
1883,jeffreygriffin@example.org,Donald,Haynes,50,Other,66857,Mid Value,Widowed,Master,Suburban,Lake Angela,Nebraska,USA,2023-02-05,2023-02-26,Web,True
1884,jnunez@example.com,Jody,Waters,27,Other,43545,Low Value,Married,Bachelor,Urban,Petersonton,Montana,USA,2023-01-16,2023-02-10,Mobile App,False
1885,mhodges@example.com,Erica,Gutierrez,60,M,80701,High Value,Single,Master,Suburban,North Aprilfurt,New Mexico,USA,2023-03-02,2023-03-07,Web,True
1886,ckennedy@example.com,Christina,Sanchez,71,Other,63778,Mid Value,Married,Master,Urban,Kingfurt,Pennsylvania,USA,2023-05-19,2023-06-04,Email,True
1887,mwilliamson@example.com,Selena,Love,66,Other,69255,Mid Value,Married,Bachelor,Urban,Rasmussenburgh,Montana,USA,2023-09-21,2023-10-16,Web,True
1888,kelseylopez@example.org,Timothy,Williams,37,F,77441,Mid Value,Married,Bachelor,Suburban,Rachelshire,Nebraska,USA,2024-03-12,2024-03-27,Mobile App,True
1889,david96@example.org,Heidi,Andrade,70,Other,78296,Mid Value,Single,Bachelor,Rural,Stevenland,New York,USA,2023-10-13,2023-11-10,Email,False
1890,clarkstephen@example.net,Samantha,Duncan,32,M,49167,Low Value,Divorced,Some College,Suburban,Lake Anna,Indiana,USA,2024-04-24,2024-04-30,Mobile App,False
1891,stevenburke@example.net,Ashley,Sandoval,29,F,45380,Low Value,Single,Bachelor,Suburban,Sandramouth,Oklahoma,USA,2024-04-11,2024-04-11,Web,True
1892,kristinwatson@example.com,Jill,Rogers,35,Other,73700,Mid Value,Divorced,Some College,Urban,South Eric,New Mexico,USA,2023-08-17,2023-08-19,Web,True
1893,lisashaw@example.net,Joshua,Lewis,64,Other,70798,Mid Value,Married,High School,Suburban,Jameshaven,Wisconsin,USA,2024-04-10,2024-04-11,Email,True
1894,christinasummers@example.com,Michael,Miller,54,M,96867,High Value,Single,Some College,Suburban,Joneshaven,Oregon,USA,2023-06-17,2023-07-01,Web,True
1895,justin77@example.net,Katie,Montgomery,75,F,65667,Mid Value,Widowed,Bachelor,Urban,Maciashaven,Oregon,USA,2023-05-24,2023-05-25,Mobile App,True
1896,woodclifford@example.com,Luis,Edwards,39,M,68174,Mid Value,Divorced,Master,Urban,South Stevenfort,Georgia,USA,2023-03-31,2023-03-31,Mobile App,True
1897,anneforbes@example.org,Donald,Ramos,35,F,60100,Mid Value,Married,Bachelor,Suburban,Stephaniefurt,Louisiana,USA,2024-02-05,2024-02-29,Email,True
1898,andrea17@example.org,Pamela,Bell,54,Other,89474,High Value,Divorced,Some College,Suburban,Ortizville,South Dakota,USA,2024-08-20,2024-08-21,Mobile App,True
1899,yrichmond@example.com,Catherine,Hicks,56,Other,77834,Mid Value,Single,Some College,Suburban,New Michael,Arkansas,USA,2023-01-21,2023-02-10,Web,False
1900,nicholas51@example.net,Suzanne,Taylor,42,Other,73289,Mid Value,Married,Bachelor,Urban,South Jennifer,Delaware,USA,2024-03-02,2024-03-13,Mobile App,False
1901,xlogan@example.net,Courtney,Lopez,42,F,93879,High Value,Divorced,Some College,Rural,Seanborough,New York,USA,2024-03-17,2024-04-11,Web,False
1902,martinezstephen@example.com,Donald,Parrish,37,M,72127,Mid Value,Widowed,Bachelor,Suburban,North Melanieland,Maine,USA,2024-03-03,2024-03-04,Mobile App,True
1903,ambersampson@example.net,Michael,Simmons,42,Other,101743,High Value,Single,Some College,Urban,Lake Justin,Alaska,USA,2024-10-07,2024-10-30,Mobile App,True
1904,molson@example.net,Mark,Adams,30,M,44805,Low Value,Married,Some College,Suburban,West Jasminebury,Maryland,USA,2023-01-15,2023-02-10,Mobile App,True
1905,mark83@example.org,Laura,Hale,28,F,50050,Mid Value,Widowed,Bachelor,Rural,East Andrew,North Dakota,USA,2023-05-02,2023-05-16,Mobile App,True
1906,hkennedy@example.org,Angela,Carter,18,Other,35942,Low Value,Single,Some College,Suburban,Schwartzmouth,Arkansas,USA,2023-07-23,2023-08-02,Mobile App,True
1907,angela80@example.net,Misty,Owens,31,Other,50279,Mid Value,Married,Master,Rural,Williamburgh,New Jersey,USA,2023-02-23,2023-03-21,Web,True
1908,ohopkins@example.com,Nina,Adams,21,Other,27339,Low Value,Widowed,Master,Urban,Eugenemouth,Massachusetts,USA,2023-10-26,2023-11-09,Mobile App,True
1909,jstewart@example.org,Angelica,Dougherty,72,M,74553,Mid Value,Divorced,Master,Rural,East Brandon,Montana,USA,2023-11-29,2023-12-06,Email,True
1910,urodriguez@example.net,Kelly,Mcdonald,56,Other,95462,High Value,Single,Some College,Suburban,Andrewchester,Michigan,USA,2023-01-02,2023-01-07,Mobile App,False
1911,jared54@example.com,Latoya,Anderson,33,M,70071,Mid Value,Married,Some College,Suburban,Kingfurt,New York,USA,2023-04-29,2023-05-19,Email,True
1912,rachel94@example.net,Lisa,Knight,73,M,45000,Low Value,Single,High School,Urban,Vernonfurt,California,USA,2024-02-19,2024-03-08,Email,True
1913,sharon76@example.org,Angela,Hill,38,F,71604,Mid Value,Widowed,Some College,Urban,Robinsonton,Nevada,USA,2023-01-19,2023-01-27,Mobile App,True
1914,vanessa85@example.com,Carla,Wright,58,Other,100000,High Value,Widowed,Some College,Suburban,Crystaltown,Iowa,USA,2024-11-18,2024-12-10,Web,False
1915,smithmichael@example.org,Regina,Bates,61,M,67549,Mid Value,Widowed,High School,Urban,Edgarland,Delaware,USA,2024-03-30,2024-04-02,Web,False
1916,kenneth64@example.net,Kaylee,Sweeney,31,M,42949,Low Value,Married,Bachelor,Rural,Sarahfurt,New Mexico,USA,2024-01-26,2024-02-11,Mobile App,True
1917,rebecca00@example.net,Jesse,Brady,70,Other,77633,Mid Value,Divorced,Some College,Urban,North Andreaborough,Virginia,USA,2023-04-04,2023-04-16,Mobile App,True
1918,emartinez@example.net,Paul,Payne,49,Other,94685,High Value,Widowed,Master,Suburban,Port Kathrynmouth,Iowa,USA,2023-07-16,2023-07-24,Email,True
1919,griffithmichael@example.net,Kevin,Hardy,59,F,88900,High Value,Widowed,Some College,Urban,North Elizabeth,Wisconsin,USA,2024-07-23,2024-07-25,Web,True
1920,jacksonjuan@example.org,Jamie,Anderson,28,F,39638,Low Value,Married,Some College,Suburban,Teresaland,Florida,USA,2024-11-23,2024-12-05,Mobile App,True
1921,christopher29@example.org,Angela,Morrow,33,F,77313,Mid Value,Divorced,Bachelor,Urban,East Ivan,New Jersey,USA,2025-01-25,2025-01-28,Mobile App,True
1922,amanda65@example.net,Alejandro,Butler,30,M,51190,Mid Value,Single,Bachelor,Suburban,West Jacob,Oregon,USA,2024-08-09,2024-08-14,Mobile App,True
1923,irice@example.net,Mary,Jackson,40,F,68578,Mid Value,Widowed,Bachelor,Suburban,Powellville,Idaho,USA,2023-07-27,2023-08-19,Mobile App,True
1924,kingleah@example.org,Ashley,Clark,19,F,34616,Low Value,Widowed,Bachelor,Rural,Lake Cheryl,Hawaii,USA,2024-03-12,2024-04-04,Mobile App,False
1925,berickson@example.net,Elizabeth,Whitaker,39,F,80294,High Value,Widowed,High School,Urban,South James,Iowa,USA,2024-03-13,2024-03-29,Email,True
1926,howardkelly@example.com,Jillian,Baker,45,Other,103084,High Value,Married,Bachelor,Suburban,Chambersborough,South Carolina,USA,2023-05-14,2023-05-31,Web,True
1927,allisonfaulkner@example.org,Angel,Carney,31,Other,40356,Low Value,Divorced,Master,Suburban,Elizabethport,Washington,USA,2023-10-29,2023-10-29,Mobile App,True
1928,zestrada@example.net,Joseph,Berger,74,F,83777,High Value,Widowed,Some College,Suburban,Ryanberg,Wyoming,USA,2023-09-17,2023-10-06,Email,True
1929,kennethallen@example.org,Connie,Nelson,37,Other,69353,Mid Value,Widowed,Some College,Suburban,Cummingsport,New Jersey,USA,2023-05-21,2023-06-15,Email,True
1930,qdavis@example.org,Sarah,Ballard,31,Other,47955,Low Value,Married,Bachelor,Rural,Deborahport,Kentucky,USA,2023-12-19,2023-12-19,Web,True
1931,patrick40@example.com,Sean,Fernandez,34,F,70731,Mid Value,Widowed,Bachelor,Suburban,Olsenborough,Maine,USA,2024-12-13,2025-01-12,Web,False
1932,marcus47@example.com,Melanie,Yu,30,F,46560,Low Value,Divorced,Bachelor,Suburban,Lake Javier,Vermont,USA,2023-09-02,2023-09-04,Mobile App,True
1933,robert19@example.com,Ryan,Castillo,37,F,81917,High Value,Single,Some College,Suburban,East Jillville,Rhode Island,USA,2023-07-24,2023-08-02,Web,True
1934,robert17@example.org,Rita,George,50,M,88744,High Value,Married,High School,Urban,Port Melinda,Montana,USA,2023-11-12,2023-11-13,Web,True
1935,rodriguezjamie@example.org,Aaron,Douglas,33,F,58804,Mid Value,Widowed,Bachelor,Suburban,Allenmouth,Utah,USA,2024-03-14,2024-04-10,Web,True
1936,smithmorgan@example.org,David,Downs,23,Other,30040,Low Value,Widowed,High School,Suburban,South Michael,Massachusetts,USA,2024-10-14,2024-11-05,Mobile App,False
1937,knelson@example.com,Lauren,Smith,32,M,48616,Low Value,Divorced,Bachelor,Urban,Hectorborough,Wyoming,USA,2023-10-03,2023-10-18,Mobile App,True
1938,pamela53@example.org,Jacob,Goodwin,59,F,89401,High Value,Widowed,Bachelor,Suburban,Contrerasburgh,Wisconsin,USA,2023-11-20,2023-12-12,Mobile App,False
1939,xstokes@example.net,Jeremy,Martin,32,Other,51269,Mid Value,Married,Bachelor,Suburban,Martinstad,Maine,USA,2023-09-28,2023-10-11,Email,True
1940,brittney41@example.org,Amanda,Lee,29,F,42184,Low Value,Married,Bachelor,Suburban,Warnerland,Kentucky,USA,2024-05-22,2024-05-23,Web,True
1941,rodriguezrachel@example.com,Steven,Ball,24,Other,45000,Low Value,Widowed,High School,Suburban,Josephside,New Jersey,USA,2023-03-30,2023-04-08,Mobile App,False
1942,bethburgess@example.net,Aaron,Smith,42,Other,93971,High Value,Married,Bachelor,Suburban,Sullivanshire,Massachusetts,USA,2024-11-23,2024-12-21,Web,True
1943,moniquenewman@example.com,James,Shelton,30,M,55471,Mid Value,Widowed,Bachelor,Urban,Jeremymouth,Minnesota,USA,2024-06-16,2024-07-01,Mobile App,True
1944,katherinenunez@example.com,Brooke,Cole,26,F,46551,Low Value,Divorced,High School,Urban,East Claudiaport,Connecticut,USA,2023-05-05,2023-05-08,Email,True
1945,alexishicks@example.org,Anna,Salazar,33,F,75333,Mid Value,Widowed,Bachelor,Suburban,Cruzport,Michigan,USA,2024-03-04,2024-04-03,Web,True
1946,jamesfox@example.net,Casey,Clark,39,F,78394,Mid Value,Divorced,Bachelor,Urban,North Erinshire,Connecticut,USA,2023-09-15,2023-09-15,Web,True
1947,mariawilliams@example.org,Nathan,Haynes,31,Other,55113,Mid Value,Widowed,Master,Suburban,Andersonburgh,Oregon,USA,2023-09-10,2023-09-21,Email,True
1948,iatkins@example.com,Melissa,Baxter,29,M,54108,Mid Value,Divorced,Bachelor,Suburban,Allisonfort,South Dakota,USA,2024-12-03,2024-12-17,Mobile App,False
1949,heathercabrera@example.net,Cynthia,Juarez,28,Other,52951,Mid Value,Married,Bachelor,Urban,Julieville,Ohio,USA,2024-12-26,2025-01-14,Web,True
1950,hmiller@example.org,William,Jackson,41,Other,85273,High Value,Married,High School,Suburban,West Louis,Missouri,USA,2024-01-30,2024-02-25,Web,True
1951,scook@example.net,Tracy,Jackson,27,F,43926,Low Value,Single,Bachelor,Urban,Smithmouth,Utah,USA,2024-06-15,2024-07-12,Web,True
1952,phillipsandrea@example.net,Monica,Adams,48,M,94989,High Value,Married,Some College,Rural,New Colinfurt,Nebraska,USA,2023-08-19,2023-09-14,Email,True
1953,kathleenbarnes@example.net,Jennifer,Moon,55,M,103996,High Value,Divorced,Master,Urban,South Emilyland,New Jersey,USA,2023-10-04,2023-10-05,Web,True
1954,adrian58@example.com,Thomas,Hansen,65,F,69437,Mid Value,Widowed,Bachelor,Suburban,New David,Missouri,USA,2024-12-16,2025-01-07,Mobile App,True
1955,fbarnett@example.net,Cynthia,Kline,33,Other,80651,High Value,Married,Bachelor,Suburban,Staceyland,Tennessee,USA,2023-09-19,2023-10-04,Mobile App,True
1956,zyoung@example.com,Daniel,Stevens,29,F,56578,Mid Value,Single,High School,Urban,Wilsonton,Wisconsin,USA,2023-07-18,2023-07-28,Web,True
1957,emendoza@example.net,Ashley,Fitzpatrick,24,M,26772,Low Value,Married,High School,Suburban,New Elizabeth,Alabama,USA,2024-04-30,2024-05-23,Mobile App,True
1958,aaron21@example.com,Kathleen,Horn,34,Other,61630,Mid Value,Single,Some College,Suburban,Donaldport,South Carolina,USA,2023-03-19,2023-03-31,Email,True
1959,williamfisher@example.org,Julia,Wheeler,60,Other,70569,Mid Value,Widowed,Some College,Urban,Ruiztown,Ohio,USA,2024-02-11,2024-02-26,Web,True
1960,evan03@example.net,Amy,Stephens,31,Other,49422,Low Value,Married,High School,Urban,New Christopher,Alabama,USA,2024-08-06,2024-08-10,Mobile App,True
1961,lawrenceadrienne@example.org,Jerry,Taylor,30,F,44221,Low Value,Widowed,Some College,Urban,Moyerborough,Colorado,USA,2023-04-15,2023-04-17,Web,True
1962,jessica33@example.net,Rebecca,Murphy,38,Other,83522,High Value,Married,Bachelor,Urban,Hendersonshire,North Carolina,USA,2024-01-15,2024-01-21,Web,True
1963,ywilliams@example.com,Jennifer,Neal,73,F,78330,Mid Value,Single,High School,Rural,Juanville,Massachusetts,USA,2023-07-13,2023-07-20,Email,True
1964,patriciadunn@example.org,Jasmine,Morgan,28,M,47746,Low Value,Divorced,Some College,Rural,North Stephen,Georgia,USA,2023-04-09,2023-05-07,Mobile App,True
1965,stevensdiane@example.com,Earl,Cortez,62,M,52756,Mid Value,Widowed,Master,Suburban,Gardnertown,Alaska,USA,2023-12-08,2023-12-10,Email,True
1966,stephaniebarnes@example.com,Bobby,Owens,71,Other,54407,Mid Value,Married,Bachelor,Urban,Perezstad,Ohio,USA,2024-03-13,2024-04-08,Web,True
1967,manderson@example.com,Travis,Shaw,32,Other,49256,Low Value,Married,Bachelor,Rural,Amandamouth,Hawaii,USA,2023-09-07,2023-09-13,Mobile App,True
1968,santanamelody@example.org,Vincent,Hamilton,28,M,35000,Low Value,Married,Some College,Urban,East Sarahport,Maryland,USA,2024-01-05,2024-01-27,Mobile App,True
1969,zachary93@example.org,Heidi,Boyle,46,F,105189,High Value,Widowed,Bachelor,Urban,Wallerside,Delaware,USA,2023-12-12,2023-12-26,Mobile App,True
1970,antonio87@example.org,Jennifer,Davidson,59,F,70325,Mid Value,Widowed,Some College,Suburban,West Deanna,Connecticut,USA,2024-08-07,2024-08-08,Web,True
1971,baileyemily@example.org,Melody,Franco,56,F,120000,High Value,Married,High School,Urban,New Richardton,New Hampshire,USA,2023-05-09,2023-05-14,Web,False
1972,martincalvin@example.com,Autumn,Williams,63,F,100000,High Value,Widowed,Some College,Urban,Webbmouth,Montana,USA,2023-07-17,2023-08-05,Email,True
1973,pmckee@example.com,Terri,Dickerson,48,Other,87278,High Value,Divorced,Some College,Urban,Carterberg,Colorado,USA,2023-11-04,2023-11-27,Web,True
1974,lpacheco@example.org,Karla,Stanley,34,F,68936,Mid Value,Widowed,High School,Urban,West Michael,Hawaii,USA,2023-05-16,2023-06-09,Email,True
1975,bjackson@example.net,Carolyn,Sparks,18,Other,38722,Low Value,Divorced,Some College,Suburban,East Anthonyhaven,Connecticut,USA,2023-05-24,2023-05-28,Mobile App,True
1976,jennifer29@example.org,Donna,Caldwell,59,M,95918,High Value,Divorced,High School,Suburban,Macdonaldhaven,Minnesota,USA,2023-09-26,2023-09-27,Web,True
1977,evansjennifer@example.com,Tracey,Gutierrez,46,M,65429,Mid Value,Single,High School,Suburban,North Amandachester,Arizona,USA,2024-05-06,2024-05-09,Mobile App,True
1978,kevin62@example.com,Monica,Harrington,20,M,21335,Low Value,Single,Bachelor,Suburban,Thomasfurt,West Virginia,USA,2024-09-02,2024-09-13,Mobile App,True
1979,thomaswright@example.org,Richard,Miller,52,M,80669,High Value,Widowed,Bachelor,Rural,South Christina,Ohio,USA,2024-03-12,2024-03-29,Web,True
1980,tyler11@example.net,Sheila,Moss,24,M,36142,Low Value,Single,Some College,Rural,Caseychester,Massachusetts,USA,2025-01-14,2025-01-24,Mobile App,True
1981,christopherbray@example.com,Samuel,Fox,54,M,97453,High Value,Divorced,Bachelor,Urban,West Adam,California,USA,2023-07-25,2023-07-31,Email,True
1982,vbrown@example.org,David,Anderson,28,M,54186,Mid Value,Divorced,Bachelor,Urban,Lake David,Indiana,USA,2023-04-21,2023-04-29,Mobile App,True
1983,msanchez@example.net,Barbara,Baldwin,35,M,58003,Mid Value,Widowed,Bachelor,Suburban,Griffinmouth,New York,USA,2025-01-23,2025-01-23,Web,True
1984,tammy42@example.net,Sean,Small,24,Other,20000,Low Value,Married,Some College,Suburban,East David,Oregon,USA,2024-12-17,2024-12-17,Mobile App,True
1985,jonathan72@example.net,Amber,Morgan,50,M,102870,High Value,Single,Bachelor,Urban,West April,Kansas,USA,2024-08-06,2024-08-19,Web,True
1986,gperry@example.org,Nicolas,Green,19,F,27323,Low Value,Single,Some College,Rural,Lake Craig,Vermont,USA,2025-01-29,2025-01-31,Web,True
1987,ibarracaleb@example.org,Jonathan,Moyer,28,Other,35000,Low Value,Widowed,Some College,Suburban,Florestown,Indiana,USA,2023-10-01,2023-10-07,Mobile App,True
1988,pamela90@example.org,Andrew,Cruz,24,Other,33406,Low Value,Single,High School,Urban,West Antonio,Alaska,USA,2023-07-26,2023-08-06,Mobile App,True
1989,ernest99@example.com,Daniel,Martinez,52,Other,101897,High Value,Single,Master,Suburban,East Mark,New Jersey,USA,2024-11-24,2024-12-21,Email,True
1990,davisemily@example.com,Bryan,Novak,72,F,70821,Mid Value,Divorced,High School,Urban,South Brittanyfort,Iowa,USA,2024-12-18,2024-12-29,Web,True
1991,karensmith@example.com,Tammy,Colon,24,F,29638,Low Value,Widowed,Some College,Urban,South Jeanetteland,Illinois,USA,2023-02-02,2023-02-26,Web,True
1992,amandawang@example.org,Norma,Gould,66,M,70308,Mid Value,Single,High School,Rural,Jenniferland,Wisconsin,USA,2024-01-14,2024-02-03,Web,False
